"ID","ceu","chb","yri","na"
"3177",3177,0,0,0,1
"3178",3178,0,0,1,0
"3179",3179,0,0,0,1
"3180",3180,0,0,1,0
"3181",3181,0,0,1,0
"3182",3182,0,0,0,1
"3183",3183,1,0,0,0
"3184",3184,1,0,0,0
"3185",3185,0,0,1,0
"3186",3186,0,0,0,1
"3187",3187,0,0,1,0
"3188",3188,0,0,1,0
"3189",3189,0,0,1,0
"3190",3190,0,0,0.401497819397264,0.598502180602736
"3191",3191,0,0,1,0
"3192",3192,1,0,0,0
"3193",3193,0,0,0,1
"3194",3194,0,0,1,0
"3195",3195,0,0,1,0
"3196",3196,0,0,1,0
"3197",3197,0,0,1,0
"3198",3198,0,1,0,0
"3199",3199,0,0,0,1
"3200",3200,0,0,0,1
"3201",3201,0,0,0,1
"3202",3202,0,0,1,0
"3203",3203,0,0,1,0
"3204",3204,0.70525623982212,0,0.29474376017788,0
"3205",3205,0,0,0,1
"3206",3206,0,0,1,0
"3207",3207,0,0,0.154588300871182,0.845411699128818
"3208",3208,0,0.589905904735133,0,0.410094095264867
"3209",3209,0,0,1,0
"3210",3210,0,0,1,0
"3211",3211,0,0,1,0
"3212",3212,0,1,0,0
"3213",3213,0,0,1,0
"3214",3214,0,0,1,0
"3215",3215,0,0,0,1
"3216",3216,0,0,0,1
"3217",3217,0,0,1,0
"3218",3218,0,0,1,0
"3219",3219,0,0,1,0
"3220",3220,0,0,1,0
"3221",3221,0,0,1,0
"3222",3222,0,0,1,0
"3223",3223,0,0,1,0
"3224",3224,0,0.0370902887698324,0,0.962909711230168
"3225",3225,0,0,1,0
"3226",3226,0,0,0,1
"3227",3227,0,1,0,0
"3228",3228,0,0,1,0
"3229",3229,0,0,0,1
"3230",3230,0,0,0,1
"3231",3231,0,1,0,0
"3232",3232,0.155460751078863,0,0.844539248921137,0
"3233",3233,0,0,0,1
"3234",3234,1,0,0,0
"3235",3235,0,0,0,1
"3236",3236,0,0,1,0
"3237",3237,1,0,0,0
"3238",3238,0,0,1,0
"3239",3239,0,0,0,1
"3240",3240,1,0,0,0
"3241",3241,0,0,1,0
"3242",3242,0,0,1,0
"3243",3243,0,0,1,0
"3244",3244,1,0,0,0
"3245",3245,1,0,0,0
"3246",3246,0,0,1,0
"3247",3247,0,0,1,0
"3248",3248,0,0,0,1
"3249",3249,0,0,0,1
"3250",3250,0,0,1,0
"3251",3251,0,0.98904467895045,0.0109553210495503,0
"3252",3252,0,0,1,0
"3253",3253,0,0,1,0
"3254",3254,0,0,1,0
"3255",3255,0,0,1,0
"3256",3256,0,0,0,1
"3257",3257,0,0,1,0
"3258",3258,0,0,0,1
"3259",3259,0,0,1,0
"3260",3260,0,0,1,0
"3261",3261,0,0,1,0
"3262",3262,0,0,0,1
"3263",3263,0,0.730926696598544,0,0.269073303401456
"3264",3264,1,0,0,0
"3265",3265,0,0,1,0
"3266",3266,0,0,1,0
"3267",3267,0,0,1,0
"3268",3268,0,0,1,0
"3269",3269,0,0,1,0
"3270",3270,0,0,1,0
"3271",3271,0,0,1,0
"3272",3272,0,0.188927507091648,0.811072492908352,0
"3273",3273,0,0,0,1
"3274",3274,0,0,1,0
"3275",3275,0,0,0,1
"3276",3276,0,0,1,0
"3277",3277,0,0,1,0
"3278",3278,0,0,1,0
"3279",3279,0,0,1,0
"3280",3280,0,0,1,0
"3281",3281,0,0,1,0
"3282",3282,0,0,1,0
"3283",3283,0,0,1,0
"3284",3284,0,1,0,0
"3285",3285,0,1,0,0
"3286",3286,0,1,0,0
"3287",3287,0.76631336738501,0,0.23368663261499,0
"3288",3288,0,0,0,1
"3289",3289,0,0,0,1
"3290",3290,0,0,1,0
"3291",3291,0,1,0,0
"3292",3292,0,0,1,0
"3293",3293,0,0,1,0
"3294",3294,0,0,0,1
"3295",3295,0,0,0,1
"3296",3296,0,0,0.233505713542399,0.766494286457601
"3297",3297,0,0,1,0
"3298",3298,0,0,1,0
"3299",3299,0,0,1,0
"3300",3300,0,0,1,0
"3301",3301,0,0,0,1
"3302",3302,0,0,0,1
"3303",3303,0,0,1,0
"3304",3304,0,0,0,1
"3305",3305,0,0,0,1
"3306",3306,0,0,0,1
"3307",3307,0.846602709711078,0,0.153397290288922,0
"3308",3308,0,0,0,1
"3309",3309,1,0,0,0
"3310",3310,1,0,0,0
"3311",3311,0.772502815640109,0,0.227497184359891,0
"3312",3312,0,0,1,0
"3313",3313,0,0,1,0
"3314",3314,0,0,0,1
"3315",3315,0.668076714742711,0,0.331923285257289,0
"3316",3316,0,0,0,1
"3317",3317,0,1,0,0
"3318",3318,0,0,0.152030091827328,0.847969908172672
"3319",3319,1,0,0,0
"3320",3320,0,0,1,0
"3321",3321,1,0,0,0
"3322",3322,0,0,1,0
"3323",3323,0,0,1,0
"3324",3324,0,0,0.436676104052822,0.563323895947178
"3325",3325,0,1,0,0
"3326",3326,0,0,0,1
"3327",3327,0,0,0,1
"3328",3328,0,0,1,0
"3329",3329,0,0,1,0
"3330",3330,0,0,1,0
"3331",3331,0,0,1,0
"3332",3332,0,0,1,0
"3333",3333,0.911415702512386,0,0,0.0885842974876142
"3334",3334,0,0,1,0
"3335",3335,1,0,0,0
"3336",3336,0,1,0,0
"3337",3337,0,0,1,0
"3338",3338,0,1,0,0
"3339",3339,0,0,1,0
"3340",3340,0,0,0,1
"3341",3341,0,0,1,0
"3342",3342,1,0,0,0
"3343",3343,0,0,0,1
"3344",3344,0,0,1,0
"3345",3345,0,0,1,0
"3346",3346,0,0,1,0
"3347",3347,0,0,1,0
"3348",3348,0,0,0,1
"3349",3349,0,0,1,0
"3350",3350,0,0,0,1
"3351",3351,0.756571426580194,0.243428573419806,0,0
"3352",3352,1,0,0,0
"3353",3353,0.892789795680073,0,0.107210204319927,0
"3354",3354,0,0,1,0
"3355",3355,0,0,1,0
"3356",3356,0,0,1,0
"3357",3357,0,0,0.371766673546517,0.628233326453483
"3358",3358,0,0,1,0
"3359",3359,0,0,0,1
"3360",3360,0,0,1,0
"3361",3361,0,0,1,0
"3362",3362,0.415675421483684,0,0.584324578516316,0
"3363",3363,0,0,0,1
"3364",3364,0,0,1,0
"3365",3365,0,0,0,1
"3366",3366,0,0,0,1
"3367",3367,0.507843161509299,0,0.492156838490701,0
"3368",3368,0.680972986345296,0,0.319027013654704,0
"3369",3369,0,0,0,1
"3370",3370,0,0,1,0
"3371",3371,0,0,1,0
"3372",3372,0,0,1,0
"3373",3373,0,0,1,0
"3374",3374,0,0,1,0
"3375",3375,0,0,0,1
"3376",3376,0,0,1,0
"3377",3377,0,0,1,0
"3378",3378,0,0,1,0
"3379",3379,0,0,0,1
"3380",3380,0,0,1,0
"3381",3381,0,0,1,0
"3382",3382,0,0,1,0
"3383",3383,0,0,0,1
"3384",3384,0,0,0,1
"3385",3385,1,0,0,0
"3386",3386,0,0,0,1
"3387",3387,0,0,0,1
"3388",3388,1,0,0,0
"3389",3389,1,0,0,0
"3390",3390,0,0,1,0
"3391",3391,0,0,1,0
"3392",3392,0,0,1,0
"3393",3393,1,0,0,0
"3394",3394,0,0,1,0
"3395",3395,0,0,1,0
"3396",3396,0,0,0,1
"3397",3397,0,0,1,0
"3398",3398,0,0,0.704975841792475,0.295024158207525
"3399",3399,1,0,0,0
"3400",3400,0,0,0,1
"3401",3401,0,0,1,0
"3402",3402,0,0,1,0
"3403",3403,0,0,1,0
"3404",3404,0,0,1,0
"3405",3405,0,0,0,1
"3406",3406,0,0,0,1
"3407",3407,0,1,0,0
"3408",3408,0,0,1,0
"3409",3409,0,0,1,0
"3410",3410,0,0,0,1
"3411",3411,1,0,0,0
"3412",3412,0,0,0,1
"3413",3413,0,0,1,0
"3414",3414,0,0,1,0
"3415",3415,0,0,1,0
"3416",3416,0,0,1,0
"3417",3417,0,0,1,0
"3418",3418,0,0,0,1
"3419",3419,0,0,1,0
"3420",3420,0,0,1,0
"3421",3421,0,0,1,0
"3422",3422,0,0,1,0
"3423",3423,0,0,1,0
"3424",3424,0,0,1,0
"3425",3425,0.425126395928601,0,0.574873604071399,0
"3426",3426,0,0,0,1
"3427",3427,1,0,0,0
"3428",3428,1,0,0,0
"3429",3429,0,0,1,0
"3430",3430,0,1,0,0
"3431",3431,0,0.917484087576668,0.0825159124233322,0
"3432",3432,0,0,0,1
"3433",3433,0,0,1,0
"3434",3434,0,0,1,0
"3435",3435,0,0,1,0
"3436",3436,0,0,0,1
"3437",3437,0,0,0,1
"3438",3438,0,0,1,0
"3439",3439,1,0,0,0
"3440",3440,0,0,0,1
"3441",3441,0,0,0,1
"3442",3442,1,0,0,0
"3443",3443,0,0,0,1
"3444",3444,0,0,0.0646686627278541,0.935331337272146
"3445",3445,0,0,0,1
"3446",3446,0,0,0,1
"3447",3447,0,1,0,0
"3448",3448,0,0,0,1
"3449",3449,0.897939965661862,0,0.102060034338138,0
"3450",3450,0,0,1,0
"3451",3451,0,1,0,0
"3452",3452,0,0,1,0
"3453",3453,0,0.0660634135419967,0,0.933936586458003
"3454",3454,1,0,0,0
"3455",3455,1,0,0,0
"3456",3456,0,0,1,0
"3457",3457,0,0,0,1
"3458",3458,1,0,0,0
"3459",3459,0,0,0,1
"3460",3460,0,0,0,1
"3461",3461,0,0,1,0
"3462",3462,0,0,0,1
"3463",3463,0,0,1,0
"3464",3464,0,0,0,1
"3465",3465,0,0,1,0
"3466",3466,0,0,1,0
"3467",3467,0,0,1,0
"3468",3468,0,0,1,0
"3469",3469,0,0,1,0
"3470",3470,0,1,0,0
"3471",3471,0,0,1,0
"3472",3472,0,0,1,0
"3473",3473,0.695834266651218,0,0,0.304165733348782
"3474",3474,0,0,0,1
"3475",3475,0.529935578373624,0,0.470064421626376,0
"3476",3476,0,0,0,1
"3477",3477,0,0,1,0
"3478",3478,0.379634593919346,0,0.545149576884485,0.0752158291961699
"3479",3479,0,0,1,0
"3480",3480,0,0,0.267128235313066,0.732871764686934
"3481",3481,0,0,1,0
"3482",3482,0,0,1,0
"3483",3483,0,0,0,1
"3484",3484,1,0,0,0
"3485",3485,0,0,1,0
"3486",3486,0,1,0,0
"3487",3487,0,0,0,1
"3488",3488,0,0,1,0
"3489",3489,0.478262815870039,0,0.521737184129961,0
"3490",3490,0,0,0,1
"3491",3491,0,0,1,0
"3492",3492,0,0,1,0
"3493",3493,0,0,0,1
"3494",3494,0,1,0,0
"3495",3495,0,0,1,0
"3496",3496,0,0,1,0
"3497",3497,0,0,1,0
"3498",3498,0,0,1,0
"3499",3499,0,0,1,0
"3500",3500,0,0,1,0
"3501",3501,0,0,1,0
"3502",3502,0,0,0,1
"3503",3503,0,0,0,1
"3504",3504,0,0,1,0
"3505",3505,0,0,1,0
"3506",3506,0.652733890447053,0,0.347266109552947,0
"3507",3507,0,0,1,0
"3508",3508,0,0,1,0
"3509",3509,0,0,0,1
"3510",3510,0,0,0,1
"3511",3511,0,0,0,1
"3512",3512,0,0,1,0
"3513",3513,0,0,0,1
"3514",3514,0,0,1,0
"3515",3515,0,0,1,0
"3516",3516,0,0,0,1
"3517",3517,0,0,1,0
"3518",3518,0,0,0,1
"3519",3519,0,0,0,1
"3520",3520,0,0,0,1
"3521",3521,1,0,0,0
"3522",3522,0,0,0,1
"3523",3523,0,0,1,0
"3524",3524,0,0,1,0
"3525",3525,0,0,1,0
"3526",3526,0,0,1,0
"3527",3527,0,0,0,1
"3528",3528,0,0,1,0
"3529",3529,0,0,1,0
"3530",3530,0,0,1,0
"3531",3531,0,0,1,0
"3532",3532,0,0.343872798879602,0.656127201120398,0
"3533",3533,0,0,0,1
"3534",3534,0,0,1,0
"3535",3535,0,0,0,1
"3536",3536,0,0,1,0
"3537",3537,0,0,0,1
"3538",3538,0,0,1,0
"3539",3539,0,0,1,0
"3540",3540,0,0,0,1
"3541",3541,0,0,1,0
"3542",3542,0,0,1,0
"3543",3543,0,0.0976597237950046,0,0.902340276204995
"3544",3544,0,0,0,1
"3545",3545,0,0,1,0
"3546",3546,0,0,0,1
"3547",3547,0,0,1,0
"3548",3548,0,0,0,1
"3549",3549,0,0,1,0
"3550",3550,0,0,1,0
"3551",3551,0,0,1,0
"3552",3552,0,0,1,0
"3553",3553,0,0,1,0
"3554",3554,1,0,0,0
"3555",3555,0,0,1,0
"3556",3556,1,0,0,0
"3557",3557,0,0,0,1
"3558",3558,0,0,0.0087076992931544,0.991292300706846
"3559",3559,0,0,0,1
"3560",3560,1,0,0,0
"3561",3561,0,0,1,0
"3562",3562,0,0,0,1
"3563",3563,0,0,0,1
"3564",3564,0,0,1,0
"3565",3565,0,1,0,0
"3566",3566,0,0,1,0
"3567",3567,0,0,0.774253184901681,0.225746815098319
"3568",3568,0,0,1,0
"3569",3569,0,0,0,1
"3570",3570,0,0,1,0
"3571",3571,0,0,0,1
"3572",3572,0,0,1,0
"3573",3573,0,0,0,1
"3574",3574,0,0,1,0
"3575",3575,0,0,1,0
"3576",3576,0,1,0,0
"3577",3577,0,0,1,0
"3578",3578,0.909613742453075,0,0.0903862575469248,0
"3579",3579,1,0,0,0
"3580",3580,0,0,1,0
"3581",3581,1,0,0,0
"3582",3582,0,0,1,0
"3583",3583,0,0,1,0
"3584",3584,0,0,1,0
"3585",3585,0,0,0.561332295425018,0.438667704574982
"3586",3586,0,0,1,0
"3587",3587,0,0,0.130563791057284,0.869436208942716
"3588",3588,0,0,0,1
"3589",3589,0.288787204380349,0.111869850458217,0.599342945161433,0
"3590",3590,1,0,0,0
"3591",3591,0,1,0,0
"3592",3592,0,0,0,1
"3593",3593,0,0,0,1
"3594",3594,0,0,0,1
"3595",3595,1,0,0,0
"3596",3596,0,0,1,0
"3597",3597,0,0,1,0
"3598",3598,0,0,0.187988671992571,0.812011328007429
"3599",3599,0,0,1,0
"3600",3600,0,0,1,0
"3601",3601,0,0,0,1
"3602",3602,0,0,1,0
"3603",3603,0,0,1,0
"3604",3604,1,0,0,0
"3605",3605,0,0,1,0
"3606",3606,0,0,0,1
"3607",3607,0,0,0,1
"3608",3608,0,0,1,0
"3609",3609,1,0,0,0
"3610",3610,1,0,0,0
"3611",3611,0,0,1,0
"3612",3612,0,0,0.645769303102497,0.354230696897503
"3613",3613,0,0,0,1
"3614",3614,0,0,0,1
"3615",3615,0,0,1,0
"3616",3616,0,0,1,0
"3617",3617,0,0,1,0
"3618",3618,0,0,1,0
"3619",3619,0,0,0,1
"3620",3620,0,0,0,1
"3621",3621,0,0,0,1
"3622",3622,0,0,0,1
"3623",3623,0,0,0,1
"3624",3624,0,0,0,1
"3625",3625,1,0,0,0
"3626",3626,0,0,1,0
"3627",3627,0,0,0,1
"3628",3628,0,0,0,1
"3629",3629,0,0,0,1
"3630",3630,0,0,0,1
"3631",3631,0,0,1,0
"3632",3632,0,0,1,0
"3633",3633,0,0,1,0
"3634",3634,0,0,0,1
"3635",3635,0,0,0,1
"3636",3636,0,0,0,1
"3637",3637,0,0,1,0
"3638",3638,0,0,0,1
"3639",3639,0,0,0,1
"3640",3640,0,0,1,0
"3641",3641,0,0,1,0
"3642",3642,0,0,1,0
"3643",3643,0,0,0,1
"3644",3644,0,1,0,0
"3645",3645,0,0,1,0
"3646",3646,0,0,0.221418920778888,0.778581079221112
"3647",3647,1,0,0,0
"3648",3648,0,0,0.492296865706521,0.507703134293479
"3649",3649,0,0,1,0
"3650",3650,0,0,0,1
"3651",3651,0,0,1,0
"3652",3652,0,0,0,1
"3653",3653,0,0,1,0
"3654",3654,0,0,0,1
"3655",3655,0,0,0,1
"3656",3656,0,0,1,0
"3657",3657,0,0,1,0
"3658",3658,0,0,0,1
"3659",3659,0,0,0,1
"3660",3660,0,0,0,1
"3661",3661,0,0,1,0
"3662",3662,0,0,0,1
"3663",3663,0,0,1,0
"3664",3664,0,0,1,0
"3665",3665,0,0,0,1
"3666",3666,0,0,1,0
"3667",3667,0,0,0,1
"3668",3668,1,0,0,0
"3669",3669,0,0,0,1
"3670",3670,0.947448043185432,0.0525519568145683,0,0
"3671",3671,0,0,1,0
"3672",3672,0,0,0,1
"3673",3673,0,0,0,1
"3674",3674,0,0,0,1
"3675",3675,1,0,0,0
"3676",3676,0,0,1,0
"3677",3677,0,0,1,0
"3678",3678,0,0,1,0
"3679",3679,0,0,1,0
"3680",3680,0,1,0,0
"3681",3681,0,1,0,0
"3682",3682,0,0,0,1
"3683",3683,0,0,0,1
"3684",3684,0,0,1,0
"3685",3685,0,0,0,1
"3686",3686,1,0,0,0
"3687",3687,0,0,1,0
"3688",3688,0,0,0,1
"3689",3689,0,0,1,0
"3690",3690,0,0,0,1
"3691",3691,1,0,0,0
"3692",3692,0,0,1,0
"3693",3693,0,0,1,0
"3694",3694,0,0,0,1
"3695",3695,0,0,1,0
"3696",3696,0,0,0,1
"3697",3697,0,0,1,0
"3698",3698,0,0,1,0
"3699",3699,0,0,1,0
"3700",3700,0.749711605272751,0,0.250288394727249,0
"3701",3701,0,0,1,0
"3702",3702,0,0,0,1
"3703",3703,1,0,0,0
"3704",3704,0,0,0,1
"3705",3705,0,0.254985462726836,0,0.745014537273164
"3706",3706,0,0,0,1
"3707",3707,0,0,0,1
"3708",3708,0,0,0,1
"3709",3709,0,0,1,0
"3710",3710,0,0,1,0
"3711",3711,0,0,0,1
"3712",3712,0.832660838424999,0.167339161575001,0,0
"3713",3713,0,0.293136185413459,0,0.706863814586541
"3714",3714,1,0,0,0
"3715",3715,0,0,1,0
"3716",3716,0,0,1,0
"3717",3717,0,0,1,0
"3718",3718,0,0,1,0
"3719",3719,0.729678325475106,0,0,0.270321674524894
"3720",3720,0,0,1,0
"3721",3721,0.835775729785382,0,0,0.164224270214618
"3722",3722,0,0,1,0
"3723",3723,1,0,0,0
"3724",3724,0,0,0,1
"3725",3725,0.813979965638282,0.186020034361718,0,0
"3726",3726,0,0,0,1
"3727",3727,0,0,0,1
"3728",3728,0,0,1,0
"3729",3729,0,0,1,0
"3730",3730,0,0,1,0
"3731",3731,1,0,0,0
"3732",3732,0,0,1,0
"3733",3733,0,0,1,0
"3734",3734,0,0,0,1
"3735",3735,0,0,1,0
"3736",3736,0,0,1,0
"3737",3737,0,0,1,0
"3738",3738,0,0,1,0
"3739",3739,0,0,0.090694446098496,0.909305553901504
"3740",3740,0,0,1,0
"3741",3741,0,0,1,0
"3742",3742,0,0,1,0
"3743",3743,0,0,0,1
"3744",3744,0,0,1,0
"3745",3745,0,0,1,0
"3746",3746,0,0,0,1
"3747",3747,0,0,1,0
"3748",3748,0,0,1,0
"3749",3749,1,0,0,0
"3750",3750,0,0,1,0
"3751",3751,0,0,1,0
"3752",3752,0.762960809088327,0.237039190911673,0,0
"3753",3753,0,0,0,1
"3754",3754,0.676320985152415,0,0.323679014847585,0
"3755",3755,0,0,0,1
"3756",3756,0,0,0,1
"3757",3757,0,0,1,0
"3758",3758,0,1,0,0
"3759",3759,0,0,1,0
"3760",3760,0,0,0,1
"3761",3761,0,0,1,0
"3762",3762,0,0,1,0
"3763",3763,0,0,1,0
"3764",3764,1,0,0,0
"3765",3765,0,0,1,0
"3766",3766,0,0,0,1
"3767",3767,0,0,1,0
"3768",3768,0,0.404821543277649,0,0.595178456722351
"3769",3769,0,1,0,0
"3770",3770,0,0,1,0
"3771",3771,0,0.831376764706875,0,0.168623235293125
"3772",3772,0,0,1,0
"3773",3773,0,0,1,0
"3774",3774,0,0,1,0
"3775",3775,0,0,0.0420029687229544,0.957997031277046
"3776",3776,0,0,0,1
"3777",3777,1,0,0,0
"3778",3778,0,0,1,0
"3779",3779,0,0,0,1
"3780",3780,0,0,1,0
"3781",3781,0,0,1,0
"3782",3782,0,1,0,0
"3783",3783,0,0,1,0
"3784",3784,0.700409946141008,0,0,0.299590053858992
"3785",3785,0,0,1,0
"3786",3786,0.934711701118431,0,0.0652882988815691,0
"3787",3787,0,0,0,1
"3788",3788,0,0,1,0
"3789",3789,0,0,1,0
"3790",3790,0,0,1,0
"3791",3791,0,0,0,1
"3792",3792,0,0,0,1
"3793",3793,0,0,0,1
"3794",3794,0,0,0,1
"3795",3795,0,0,0,1
"3796",3796,0,0,1,0
"3797",3797,0,0,0,1
"3798",3798,0,0,0,1
"3799",3799,0,0,0,1
"3800",3800,0,0,1,0
"3801",3801,0,0,1,0
"3802",3802,0,0,1,0
"3803",3803,0,0,1,0
"3804",3804,0,0,0,1
"3805",3805,0,0,1,0
"3806",3806,0,0,1,0
"3807",3807,0,0,1,0
"3808",3808,0,0,0,1
"3809",3809,0,0,1,0
"3810",3810,0,0,0,1
"3811",3811,0,0,0,1
"3812",3812,0,0,0,1
"3813",3813,0,0,1,0
"3814",3814,0,0,1,0
"3815",3815,0,0,0,1
"3816",3816,0.019966338890299,0,0,0.980033661109701
"3817",3817,0,0,1,0
"3818",3818,0,0,1,0
"3819",3819,0,0,0,1
"3820",3820,0,0,1,0
"3821",3821,0,0,0,1
"3822",3822,1,0,0,0
"3823",3823,1,0,0,0
"3824",3824,0,1,0,0
"3825",3825,0,0,1,0
"3826",3826,0,0,1,0
"3827",3827,0,0,1,0
"3828",3828,0,0,1,0
"3829",3829,1,0,0,0
"3830",3830,0,0,1,0
"3831",3831,0,0,1,0
"3832",3832,0,0,1,0
"3833",3833,0,0,0,1
"3834",3834,0,0,0,1
"3835",3835,0,0,1,0
"3836",3836,0.918749345873948,0.0812506541260518,0,0
"3837",3837,0.450530217121923,0,0.549469782878077,0
"3838",3838,0,0,0,1
"3839",3839,1,0,0,0
"3840",3840,0,1,0,0
"3841",3841,0,0,1,0
"3842",3842,0,0,1,0
"3843",3843,1,0,0,0
"3844",3844,0,1,0,0
"3845",3845,0,0,0,1
"3846",3846,0,0,0,1
"3847",3847,0,0,1,0
"3848",3848,0,0,0.831611259913188,0.168388740086812
"3849",3849,0,0,1,0
"3850",3850,0,0,0,1
"3851",3851,0,0,1,0
"3852",3852,0,0,1,0
"3853",3853,0,0,1,0
"3854",3854,0,0,1,0
"3855",3855,0,0,1,0
"3856",3856,0,0,1,0
"3857",3857,0,0,1,0
"3858",3858,0,0,0,1
"3859",3859,0,0,1,0
"3860",3860,0.896197421832767,0,0,0.103802578167233
"3861",3861,0,0,0,1
"3862",3862,0,0,1,0
"3863",3863,0,0,1,0
"3864",3864,0,0,0,1
"3865",3865,0,0,1,0
"3866",3866,0,0,0,1
"3867",3867,0,0,1,0
"3868",3868,0,0,1,0
"3869",3869,0,0,0,1
"3870",3870,0,0,1,0
"3871",3871,0,1,0,0
"3872",3872,0,0,1,0
"3873",3873,0,0,1,0
"3874",3874,0,0,1,0
"3875",3875,0,0,0,1
"3876",3876,0,0,1,0
"3877",3877,1,0,0,0
"3878",3878,0,0,1,0
"3879",3879,1,0,0,0
"3880",3880,0,0,1,0
"3881",3881,0,0,1,0
"3882",3882,0,0,0,1
"3883",3883,0,0,1,0
"3884",3884,0,0,1,0
"3885",3885,0.530218187277569,0,0,0.469781812722431
"3886",3886,0,0,0,1
"3887",3887,0,0,1,0
"3888",3888,0,0,1,0
"3889",3889,0,0,1,0
"3890",3890,0,0,1,0
"3891",3891,0,0,1,0
"3892",3892,0,0,1,0
"3893",3893,0,0,1,0
"3894",3894,0,0,1,0
"3895",3895,0,0,0.223369920649929,0.776630079350071
"3896",3896,0,0,1,0
"3897",3897,0,0,0,1
"3898",3898,0,0,0,1
"3899",3899,0,0.130397290125985,0,0.869602709874015
"3900",3900,0,0,0,1
"3901",3901,0,0,1,0
"3902",3902,0,0,0,1
"3903",3903,0,0,1,0
"3904",3904,0,0,0,1
"3905",3905,0.471489369148912,0,0.528510630851088,0
"3906",3906,0,0,1,0
"3907",3907,0,0,0,1
"3908",3908,0,0,1,0
"3909",3909,0,1,0,0
"3910",3910,0,0,0.924849323575472,0.0751506764245278
"3911",3911,0,0,1,0
"3912",3912,0,0,1,0
"3913",3913,0,0,0,1
"3914",3914,0,0,1,0
"3915",3915,0,0,1,0
"3916",3916,0,0,1,0
"3917",3917,0,0,1,0
"3918",3918,0,0,1,0
"3919",3919,0,0,0,1
"3920",3920,0,0,0,1
"3921",3921,0,0,1,0
"3922",3922,0,0,1,0
"3923",3923,0,0,0,1
"3924",3924,0,0,1,0
"3925",3925,0,0,1,0
"3926",3926,0,0,0,1
"3927",3927,0,0,1,0
"3928",3928,0.980502944459658,0,0.0194970555403416,0
"3929",3929,0,0,1,0
"3930",3930,0,0,1,0
"3931",3931,0,0,1,0
"3932",3932,0,0,0,1
"3933",3933,0,0,1,0
"3934",3934,0,0,0,1
"3935",3935,0,0,0,1
"3936",3936,0,0,0,1
"3937",3937,0,0,0,1
"3938",3938,0.480441545198119,0,0.519558454801881,0
"3939",3939,0,0,0,1
"3940",3940,0,0,1,0
"3941",3941,0,0,1,0
"3942",3942,0,0,1,0
"3943",3943,0.842546476471398,0.157453523528602,0,0
"3944",3944,1,0,0,0
"3945",3945,0,0,1,0
"3946",3946,1,0,0,0
"3947",3947,0,0,1,0
"3948",3948,0,0,1,0
"3949",3949,0,0,1,0
"3950",3950,0,0,1,0
"3951",3951,0,0,1,0
"3952",3952,0,0,1,0
"3953",3953,0,0,0,1
"3954",3954,0,0,0,1
"3955",3955,0.619514396294107,0,0.380485603705893,0
"3956",3956,0,0,0,1
"3957",3957,0.864454688511614,0,0.135545311488386,0
"3958",3958,0,0,1,0
"3959",3959,0,0,0,1
"3960",3960,0,0,0,1
"3961",3961,0,0,0,1
"3962",3962,0,1,0,0
"3963",3963,0,0,0,1
"3964",3964,0,0,1,0
"3965",3965,0,0,0,1
"3966",3966,0,0,0,1
"3967",3967,0,0.580746238132633,0,0.419253761867367
"3968",3968,0.711077643683893,0.288922356316107,0,0
"3969",3969,0,0,0,1
"3970",3970,0,0,0,1
"3971",3971,0,0,0,1
"3972",3972,0,0,1,0
"3973",3973,0.738433591763169,0,0.261566408236831,0
"3974",3974,1,0,0,0
"3975",3975,0,0,0,1
"3976",3976,0,0,1,0
"3977",3977,0,1,0,0
"3978",3978,0,1,0,0
"3979",3979,0,0,0,1
"3980",3980,0,1,0,0
"3981",3981,0,0,1,0
"3982",3982,0,0,1,0
"3983",3983,0,0,0,1
"3984",3984,0,0,1,0
"3985",3985,0,0,0,1
"3986",3986,0,0,1,0
"3987",3987,0,0,0,1
"3988",3988,0,0,1,0
"3989",3989,0,0,1,0
"3990",3990,0,0,1,0
"3991",3991,0,0,1,0
"3992",3992,0,0,0,1
"3993",3993,0,0,0.745514056776301,0.254485943223699
"3994",3994,0,0,0,1
"3995",3995,0,0,0,1
"3996",3996,0,0,0,1
"3997",3997,0,0,1,0
"3998",3998,0,0,1,0
"3999",3999,0,0,0,1
"4000",4000,0,0,0,1
"4001",4001,0,1,0,0
"4002",4002,0,0,1,0
"4003",4003,0,0,1,0
"4004",4004,0,0,1,0
"4005",4005,0,0,0,1
"4006",4006,0,0,1,0
"4007",4007,0,0.454299274857476,0,0.545700725142524
"4008",4008,0,0,1,0
"4009",4009,0.234602627444474,0,0.765397372555526,0
"4010",4010,1,0,0,0
"4011",4011,0,0,1,0
"4012",4012,0,0,1,0
"4013",4013,1,0,0,0
"4014",4014,0,0,0,1
"4015",4015,0,0,0,1
"4016",4016,0,0,0,1
"4017",4017,0.646298622938048,0.353701377061952,0,0
"4018",4018,0.862347508167659,0,0.137652491832341,0
"4019",4019,1,0,0,0
"4020",4020,0,0,0,1
"4021",4021,0,0,1,0
"4022",4022,0,0,1,0
"4023",4023,0,0,1,0
"4024",4024,0,0,1,0
"4025",4025,0,0,0,1
"4026",4026,0,0,0,1
"4027",4027,0,0,1,0
"4028",4028,0,0,1,0
"4029",4029,0.438334557607959,0,0.561665442392041,0
"4030",4030,0,0,1,0
"4031",4031,0,0,0,1
"4032",4032,0,0,0,1
"4033",4033,0,1,0,0
"4034",4034,0,0,1,0
"4035",4035,0,0,1,0
